lat,long,actual,predicted,residual,resid_pct,sqft,grade,age
47.7413,-122.259,450000,562445,-112445,-25.0,1400,8,52
47.6885,-122.381,763000,685364,77635,10.2,1850,8,74
47.5443,-122.375,341000,445587,-104587,-30.7,1480,9,3
47.5558,-122.001,770000,832316,-62316,-8.1,3310,9,9
47.7225,-122.126,1225000,1195056,29943,2.4,3420,11,25
47.5444,-122.369,349900,396240,-46340,-13.2,1580,8,4
47.7623,-122.313,270000,320336,-50336,-18.6,1430,6,68
47.3702,-122.185,245000,193699,51300,20.9,1410,7,30
47.6113,-122.058,1015000,786120,228879,22.5,2880,8,35
47.5013,-122.244,218000,152514,65485,30.0,880,6,70
47.4575,-121.748,545000,470889,74110,13.6,1780,8,27
47.7083,-122.073,840000,1013337,-173337,-20.6,3130,10,22
47.3602,-122.082,324500,235025,89474,27.6,2110,7,3
47.7016,-122.295,568000,419990,148009,26.1,1340,7,62
47.6392,-122.406,979700,1080065,-100365,-10.2,2480,10,86
47.6789,-122.365,439950,594280,-154330,-35.1,1210,7,109
47.5469,-121.997,550000,460795,89204,16.2,2080,8,9
47.5484,-122.172,515000,537942,-22942,-4.5,1640,8,53
47.4474,-122.144,475000,583483,-108483,-22.8,2270,8,47
47.6666,-122.367,453000,433089,19910,4.4,1650,7,24
47.4398,-121.738,480000,850591,-370591,-77.2,3370,9,10
47.7306,-121.973,645000,712179,-67179,-10.4,2860,8,20
47.4896,-122.14,465950,403226,62723,13.5,2340,7,14
47.3086,-122.384,305000,466641,-161641,-53.0,2510,8,38
47.4322,-122.291,298500,478088,-179588,-60.2,2420,7,56
47.694,-122.34,760000,937163,-177163,-23.3,3810,8,38
47.3965,-122.173,234000,228325,5674,2.4,1710,7,40
47.6847,-122.017,895990,897110,-1120,-0.1,3555,9,1
47.7192,-122.024,410000,428637,-18637,-4.5,1350,8,8
47.7045,-122.281,485000,485584,-584,-0.1,1870,7,53
47.5155,-121.87,430000,314541,115458,26.9,1950,7,6
47.7257,-122.172,455000,505786,-50786,-11.2,1980,7,22
47.5737,-122.383,479200,516315,-37115,-7.7,1510,7,87
47.4458,-122.343,675000,732492,-57492,-8.5,2690,8,61
47.522,-122.149,840000,960636,-120636,-14.4,3040,11,12
47.3853,-122.028,336500,328368,8131,2.4,2500,7,12
47.6454,-121.902,498000,596314,-98314,-19.7,2300,8,23
47.665,-122.087,710000,709660,339,0.0,2440,9,12
47.4881,-121.721,750000,854382,-104382,-13.9,3010,10,14
47.2718,-122.291,225000,281943,-56943,-25.3,2030,7,36
47.4561,-122.357,324950,314037,10912,3.4,1460,7,60
47.6022,-122.311,492000,429503,62496,12.7,1690,8,10
47.6213,-122.153,419000,522258,-103258,-24.6,1470,8,30
47.6758,-122.375,742500,711374,31125,4.2,2020,8,63
47.5432,-122.277,291000,312777,-21777,-7.5,2350,7,53
47.5322,-121.88,437500,385836,51663,11.8,2120,7,15
47.6223,-122.026,764000,741741,22258,2.9,2790,9,18
47.5015,-122.166,287000,340145,-53145,-18.5,2040,7,52
47.724,-122.327,432500,520916,-88416,-20.4,1340,8,31
47.4358,-122.344,605000,679865,-74865,-12.4,2960,8,36
47.5779,-122.246,1200000,1205339,-5339,-0.4,1560,6,87
47.6565,-122.278,1735000,1154373,580626,33.5,3040,9,89
47.5285,-122.205,2230000,1865922,364077,16.3,3760,11,1
47.4005,-122.293,243500,291220,-47720,-19.6,2110,6,34
47.7637,-122.351,350000,427240,-77240,-22.1,1080,6,99
47.4989,-122.188,380000,398258,-18258,-4.8,1750,7,47
47.6016,-122.123,405000,395621,9378,2.3,1310,7,58
47.3511,-122.287,367950,578535,-210585,-57.2,3030,8,26
47.525,-122.378,383000,428003,-45003,-11.8,1800,7,73
47.5065,-122.339,156000,62165,93834,60.2,600,5,82
47.5134,-122.388,368000,485058,-117058,-31.8,1660,6,107
47.5663,-122.125,1150000,1142097,7902,0.7,3830,11,24
47.669,-122.365,890000,706252,183747,20.6,2770,8,46
47.5379,-122.378,560000,409352,150647,26.9,1710,7,89
47.6223,-122.032,625000,761560,-136560,-21.8,2600,9,31
47.5605,-122.124,655000,475386,179613,27.4,2060,8,32
47.6774,-122.372,540000,555161,-15161,-2.8,1610,7,86
47.2976,-122.271,196000,-40798,236798,120.8,1000,6,26
47.5527,-122.095,965000,1034044,-69044,-7.2,3420,11,21
47.365,-122.462,390000,112559,277440,71.1,1190,5,80
47.4496,-122.189,274000,382912,-108912,-39.7,1830,8,10
47.4919,-122.151,210000,279519,-69519,-33.1,1160,7,56
47.4107,-122.179,289950,330269,-40319,-13.9,2090,7,45
47.7082,-122.338,465000,478674,-13674,-2.9,1450,8,20
47.2662,-122.088,617000,451444,165555,26.8,3020,8,23
47.6434,-122.324,720000,474664,245335,34.1,1370,9,1
47.7199,-122.18,381000,398962,-17962,-4.7,1330,7,46
47.676,-122.288,465000,414937,50062,10.8,1270,7,65
47.6434,-122.358,1125000,848067,276932,24.6,2520,8,90
47.388,-122.234,129000,60068,68931,53.4,760,6,66
47.6553,-122.023,925000,924385,614,0.1,3280,10,21
47.5554,-122.27,263000,384830,-121830,-46.3,1490,6,102
47.64,-122.204,860000,718128,141871,16.5,2600,8,48
47.7274,-122.357,280000,334494,-54494,-19.5,1190,7,10
47.3923,-122.311,268000,237436,30563,11.4,1680,7,38
47.6125,-122.01,697000,688843,8156,1.2,3160,8,10
47.6867,-122.352,365000,560621,-195621,-53.6,1820,7,76
47.6539,-122.396,565000,607593,-42593,-7.5,1330,7,101
47.383,-122.305,330000,312328,17671,5.4,1990,7,19
47.4778,-122.211,290000,374440,-84440,-29.1,1240,6,105
47.4508,-122.352,439000,433876,5123,1.2,1530,8,66
47.6843,-122.283,594000,547925,46074,7.8,1870,7,78
47.7725,-122.349,430000,473776,-43776,-10.2,1450,7,54
47.704,-122.367,405000,453135,-48135,-11.9,1410,7,64
47.6978,-122.13,415000,308444,106555,25.7,1070,7,38
47.5237,-122.383,705000,618662,86337,12.2,2060,8,61
47.6119,-122.133,400000,357425,42574,10.6,1510,7,55
47.4492,-121.78,345000,293530,51469,14.9,1690,7,36
47.7368,-122.231,600000,845252,-245252,-40.9,2950,9,8
47.6785,-122.025,790000,908779,-118779,-15.0,3500,9,11
47.5518,-122.096,1160000,1309164,-149164,-12.9,4190,11,21
47.489,-122.18,306000,444685,-138685,-45.3,1560,8,49
47.7619,-122.162,374500,382358,-7858,-2.1,960,7,46
47.7195,-122.287,430000,462271,-32271,-7.5,1460,7,68
47.6462,-122.403,676000,557298,118701,17.6,1730,7,73
47.3593,-122.289,245000,180921,64078,26.2,1350,7,34
47.622,-122.14,605000,601230,3769,0.6,2610,8,50
47.4557,-122.443,340000,803979,-463979,-136.5,1200,6,43
47.7023,-122.388,899000,825355,73644,8.2,2370,8,56
47.3293,-122.17,225000,322892,-97892,-43.5,1680,8,21
47.4991,-121.779,299000,307417,-8417,-2.8,1200,7,60
47.6351,-122.236,1865000,1144276,720723,38.6,3790,11,9
47.6291,-122.093,592500,625626,-33126,-5.6,2170,8,47
47.5922,-122.297,475000,476385,-1385,-0.3,1340,7,96
47.5227,-122.372,450000,562254,-112254,-24.9,1900,7,92
47.664,-122.2,1710000,1223246,486753,28.5,4590,10,6
47.4811,-122.325,215000,346183,-131183,-61.0,1290,7,68
47.4531,-122.273,289950,273473,16476,5.7,1500,7,59
47.6637,-122.401,733000,512070,220929,30.1,2210,7,38
47.5085,-122.385,599950,373782,226167,37.7,1680,7,66
47.718,-122.156,834950,921368,-86418,-10.4,3630,9,1
47.6529,-121.979,540000,304848,235151,43.5,1300,7,32
47.6374,-122.369,645000,692262,-47262,-7.3,1730,9,7
47.3666,-122.119,333000,474602,-141602,-42.5,2690,8,11
47.4262,-122.187,465000,256235,208764,44.9,1150,7,56
47.5373,-122.395,585000,603999,-18999,-3.2,2230,8,47
47.7362,-122.241,506000,556691,-50691,-10.0,2040,7,52
47.7292,-122.212,430000,547356,-117356,-27.3,2160,7,28
47.3087,-122.206,223000,191874,31125,14.0,1340,7,42
47.7145,-122.311,340000,339049,950,0.3,1212,7,11
47.6981,-122.368,740500,1312896,-572396,-77.3,4380,8,115
47.7052,-122.343,359000,467604,-108604,-30.3,1370,8,6
47.5696,-122.183,1168000,821287,346712,29.7,2910,9,43
47.4718,-122.342,249000,238934,10065,4.0,1110,7,63
47.5704,-122.141,320000,290367,29632,9.3,1100,7,61
47.5045,-122.24,343500,490369,-146869,-42.8,1760,7,65
47.5849,-122.17,475000,319434,155565,32.8,1240,7,56
47.5184,-121.886,625000,684418,-59418,-9.5,2780,9,2
47.6911,-122.367,314200,259478,54721,17.4,610,5,97
47.6499,-121.916,312000,455332,-143332,-45.9,1160,7,99
47.686,-122.304,570000,552210,17789,3.1,1530,7,78
47.71,-122.286,371000,344393,26606,7.2,890,7,64
47.6289,-122.233,5570000,2351151,3218848,57.8,9200,13,14
47.5074,-122.353,340000,469973,-129973,-38.2,2140,7,67
47.2857,-122.189,150000,190084,-40084,-26.7,1360,7,37
47.5639,-122.388,388000,391954,-3954,-1.0,1370,8,9
47.4016,-122.209,300000,260483,39516,13.2,1640,7,20
47.6181,-122.318,640000,554009,85990,13.4,1540,9,8
47.709,-122.073,825000,988223,-163223,-19.8,3210,10,22
47.3301,-122.191,305950,416678,-110728,-36.2,2007,9,6
47.6545,-122.344,509000,587340,-78340,-15.4,1960,7,89
47.5872,-122.173,813000,591913,221086,27.2,2080,8,55
47.6874,-122.037,597400,498051,99348,16.6,2420,7,14
47.7213,-122.365,606000,847285,-241285,-39.8,1970,8,65
47.7716,-122.101,525000,582540,-57540,-11.0,2300,7,36
47.701,-122.368,435000,386709,48290,11.1,1310,6,67
47.5318,-122.224,957500,828189,129310,13.5,2360,10,47
47.3916,-122.167,233500,256928,-23428,-10.0,1650,7,30
47.7122,-122.026,675000,651277,23722,3.5,2300,8,11
47.5746,-122.289,670000,492641,177358,26.5,1220,7,101
47.6895,-122.094,700000,751917,-51917,-7.4,2580,9,16
47.496,-122.189,250000,238652,11347,4.5,1220,6,73
47.308,-122.087,555000,923932,-368932,-66.5,3760,10,36
47.3913,-122.191,280000,395675,-115675,-41.3,2140,7,36
47.2843,-122.357,315000,322212,-7212,-2.3,1900,8,20
47.4088,-122.089,589950,628979,-39029,-6.6,2790,7,42
47.5772,-122.013,635000,677122,-42122,-6.6,3050,8,26
47.3295,-122.257,340000,228361,111638,32.8,1880,7,30
47.6106,-122.31,495000,676725,-181725,-36.7,1850,7,112
47.2844,-122.216,249950,193167,56782,22.7,1320,7,47
47.6003,-122.206,1635000,1233044,401955,24.6,4220,10,57
47.365,-122.456,692000,818132,-126132,-18.2,3490,9,6
47.7157,-122.284,400000,327507,72492,18.1,1240,7,28
47.4299,-121.998,849000,915156,-66156,-7.8,4010,10,11
47.7096,-122.219,540000,630079,-90079,-16.7,2280,6,106
47.77,-122.39,380000,408939,-28939,-7.6,1120,6,68
47.6696,-122.261,2537000,1387829,1149170,45.3,3710,10,79
47.6711,-122.364,775000,817743,-42743,-5.5,1820,8,101
47.5491,-122.005,595000,451603,143396,24.1,1910,8,14
47.6662,-122.338,650000,584098,65901,10.1,2160,7,75
47.564,-122.093,509900,424554,85345,16.7,1790,8,5
47.5738,-122.313,403000,420781,-17781,-4.4,1100,7,89
47.6758,-122.386,477000,446179,30820,6.5,1350,8,10
47.6532,-122.348,671500,493222,178277,26.5,1770,8,3
47.241,-121.979,473000,869093,-396093,-83.7,4370,8,19
47.4166,-122.183,354000,444687,-90687,-25.6,2160,8,16
47.3829,-122.207,322000,436708,-114708,-35.6,2280,8,21
47.6718,-122.386,459000,452397,6602,1.4,1240,8,9
47.7599,-122.375,1058800,985134,73665,7.0,2980,8,50
47.3694,-122.065,585000,341944,243055,41.5,2170,7,39
47.6969,-122.343,336000,438498,-102498,-30.5,1260,8,11
47.6108,-122.303,590000,621176,-31176,-5.3,1530,8,114
47.6351,-122.165,925000,799716,125283,13.5,2590,9,40
47.6728,-122.325,480000,361140,118859,24.8,1300,7,29
47.3371,-122.325,357000,607420,-250420,-70.1,2400,9,44
47.4712,-122.112,370000,421318,-51318,-13.9,2190,7,49
47.4659,-122.116,770000,471633,298366,38.7,2070,8,19
47.3657,-122.173,255000,229415,25584,10.0,1610,7,21
47.5442,-122.116,799900,1018760,-218860,-27.4,3650,9,2
47.4786,-122.123,515805,491736,24068,4.7,2710,8,1
47.6989,-122.044,600000,637667,-37667,-6.3,2340,8,27
47.4948,-122.134,370000,301162,68837,18.6,1360,7,49
47.5982,-121.98,750000,753431,-3431,-0.5,3020,9,11
47.7402,-122.317,510000,650576,-140576,-27.6,2430,8,12
47.3631,-122.276,299000,448833,-149833,-50.1,1920,8,33
47.29,-122.358,176000,133947,42052,23.9,1540,7,26
47.6955,-121.861,790000,590105,199894,25.3,2560,8,11
47.3707,-122.275,299500,355690,-56190,-18.8,1810,8,35
47.4338,-122.168,345000,326592,18407,5.3,1860,7,40
47.5188,-122.376,235000,362517,-127517,-54.3,810,7,74
47.5592,-122.273,585000,592592,-7592,-1.3,1830,7,66
47.4125,-122.207,275000,326766,-51766,-18.8,1900,7,47
47.6748,-122.352,688500,757848,-69348,-10.1,1760,7,88
47.3542,-122.014,449950,503998,-54048,-12.0,2800,8,12
47.491,-122.153,440000,430725,9274,2.1,2730,7,6
47.6552,-122.278,1200000,838813,361186,30.1,2910,8,76
47.3376,-122.324,472000,999000,-527000,-111.7,4410,9,50
47.303,-122.383,196500,195521,978,0.5,1310,7,36
47.5435,-122.26,951000,975989,-24989,-2.6,3400,9,54
47.593,-122.289,1000000,1236445,-236445,-23.6,2990,9,90
47.3492,-122.034,275250,203793,71456,26.0,1520,7,23
47.7346,-121.985,330000,404293,-74293,-22.5,1820,7,14
47.6916,-122.203,885000,660693,224306,25.3,2620,8,19
47.5297,-121.846,470000,430430,39569,8.4,2480,7,11
47.3745,-122.275,250000,290099,-40099,-16.0,1710,7,47
47.7109,-122.323,500000,548151,-48151,-9.6,2330,7,54
47.6907,-122.161,857000,957509,-100509,-11.7,3720,9,24
47.5798,-122.404,639950,599690,40259,6.3,1780,7,90
47.5663,-122.285,450000,391113,58886,13.1,1120,7,91
47.6808,-122.382,663000,576779,86220,13.0,1480,7,87
47.5314,-122.047,450000,400605,49394,11.0,1670,8,15
47.7131,-122.283,445500,572000,-126500,-28.4,1880,7,74
47.6106,-122.31,842500,902113,-59613,-7.1,2160,9,113
47.5065,-122.275,292050,448865,-156815,-53.7,2840,7,12
47.7522,-122.13,1268890,1530368,-261478,-20.6,4410,12,25
47.7103,-122.232,425000,579894,-154894,-36.4,1890,8,38
47.5305,-122.277,263500,282302,-18802,-7.1,1540,6,64
47.6636,-122.326,930000,1052862,-122862,-13.2,2640,9,103
47.5655,-121.89,258000,167287,90712,35.2,750,6,83
47.7112,-121.315,150000,-47792,197792,131.9,490,5,56
47.5688,-122.363,412000,513564,-101564,-24.7,1960,7,103
47.6995,-122.354,338000,324035,13964,4.1,750,6,81
47.5424,-122.141,810000,733586,76413,9.4,2810,9,26
47.4962,-122.242,222900,198079,24820,11.1,1110,6,71
47.5133,-122.196,436300,578512,-142212,-32.6,2320,7,63
47.3698,-122.297,135000,114440,20559,15.2,830,7,56
47.3661,-122.021,275000,108903,166096,60.4,1380,7,7
47.5531,-122.131,1150000,1171114,-21114,-1.8,3160,11,24
47.6304,-122.234,1320000,911753,408246,30.9,2680,9,51
47.6334,-122.371,390000,460333,-70333,-18.0,860,7,106
47.48,-122.137,423000,467087,-44087,-10.4,2320,8,11
47.3639,-122.186,241500,124575,116924,48.4,1310,7,20
47.6557,-122.278,950000,873098,76901,8.1,2490,8,89
47.4192,-122.201,262500,213438,49061,18.7,1470,7,26
47.6305,-122.3,820000,784247,35752,4.4,2210,8,84
47.6562,-122.354,500000,504619,-4619,-0.9,950,7,89
47.6729,-122.064,330000,174312,155687,47.2,910,6,46
47.3264,-122.038,510000,363151,146848,28.8,1750,7,81
47.5774,-122.222,1679000,1147113,531886,31.7,4830,10,1
47.4213,-122.322,276000,351251,-75251,-27.3,1820,7,57
47.6328,-122.117,525000,543939,-18939,-3.6,1890,8,48
47.4738,-122.264,265000,396993,-131993,-49.8,1730,6,95
47.7182,-122.034,415000,420926,-5926,-1.4,1340,8,11
47.551,-122.376,275000,347542,-72542,-26.4,770,7,88
47.709,-122.214,425000,385752,39247,9.2,1340,7,53
47.747,-122.248,500000,641548,-141548,-28.3,2010,8,30
47.556,-122.363,520000,559598,-39598,-7.6,3000,7,97
47.5104,-122.254,406000,503681,-97681,-24.1,1580,7,87
47.5058,-122.355,220000,302430,-82430,-37.5,1260,7,97
47.4427,-122.126,355000,427871,-72871,-20.5,1960,8,35
47.3769,-122.234,249000,360603,-111603,-44.8,1590,6,106
47.319,-122.362,310000,660910,-350910,-113.2,3140,8,55
47.5621,-122.283,257500,310876,-53376,-20.7,710,6,99
47.7635,-122.377,930000,1150385,-220385,-23.7,3100,10,61
47.7032,-122.286,495000,610088,-115088,-23.3,1890,8,48
47.5886,-121.989,707000,815204,-108204,-15.3,3200,9,11
47.6871,-122.334,601150,683578,-82428,-13.7,1660,7,109
47.5434,-122.229,815000,739444,75555,9.3,2270,9,47
47.5116,-122.37,315000,208322,106677,33.9,970,6,76
47.6408,-122.058,649990,679674,-29684,-4.6,2130,9,39
47.7499,-122.338,294950,363101,-68151,-23.1,1160,7,47
47.544,-122.296,299880,296129,3750,1.3,1460,7,15
47.4206,-122.023,411000,373820,37179,9.0,1910,7,43
47.7237,-122.042,1250000,1349798,-99798,-8.0,3830,11,25
47.6102,-122.314,690000,480122,209877,30.4,1770,8,16
47.6373,-122.105,600000,722036,-122036,-20.3,3000,8,40
47.5812,-122.196,1245000,773993,471006,37.8,3370,9,10
47.4663,-122.369,649000,1440052,-791052,-121.9,1810,8,102
47.6039,-122.307,446000,356723,89276,20.0,1370,8,7
47.5433,-122.283,249900,247387,2512,1.0,1100,7,55
47.5828,-122.314,334500,185598,148901,44.5,830,7,10
47.3394,-122.091,327000,258822,68177,20.8,1620,8,35
47.5114,-122.196,615000,704929,-89929,-14.6,3090,9,3
47.669,-122.067,1150000,1340957,-190957,-16.6,4160,11,24
47.2933,-122.372,195000,176974,18025,9.2,1140,7,46
47.7563,-122.147,480000,617342,-137342,-28.6,2760,7,36
47.4669,-122.003,492000,585033,-93033,-18.9,2770,8,37
47.7393,-122.325,432500,611648,-179148,-41.4,1720,7,66
47.6495,-122.401,685000,706663,-21663,-3.2,2340,8,62
47.5825,-122.076,765000,787616,-22616,-3.0,2300,8,47
47.7703,-122.336,310000,476151,-166151,-53.6,1480,7,63
47.7556,-122.352,520500,534905,-14405,-2.8,1880,7,60
47.5448,-122.375,370000,267265,102734,27.8,1170,7,50
47.7362,-121.967,300000,393137,-93137,-31.0,1660,7,14
47.5694,-122.12,500000,632268,-132268,-26.5,2410,8,39
47.7467,-122.295,450000,498832,-48832,-10.9,1530,7,63
47.6979,-122.13,385000,355767,29232,7.6,1200,7,37
47.7309,-122.305,395000,658803,-263803,-66.8,2240,7,71
47.403,-122.175,329950,304569,25380,7.7,2070,7,28
47.5265,-121.887,802945,872117,-69172,-8.6,4000,9,0
47.7059,-122.341,375000,360721,14278,3.8,1380,7,29
47.4094,-122.17,363500,557503,-194003,-53.4,2680,8,25
47.5048,-122.19,300000,302606,-2606,-0.9,1320,7,56
47.633,-121.972,975000,911481,63518,6.5,3420,10,15
47.6966,-122.127,500000,565096,-65096,-13.0,2440,7,34
47.54,-122.269,463500,351714,111785,24.1,1090,6,91
47.534,-122.376,390000,492476,-102476,-26.3,1440,7,92
47.3575,-122.016,314950,203002,111947,35.5,1690,7,12
47.6651,-122.174,664000,591182,72817,11.0,1870,8,41
47.3018,-122.369,213950,60938,153011,71.5,1430,6,47
47.3207,-122.362,209950,218953,-9003,-4.3,1570,7,34
47.473,-122.293,294000,324296,-30296,-10.3,2040,7,12
47.6832,-121.907,587000,734939,-147939,-25.2,3610,7,26
47.6926,-122.186,630000,627440,2559,0.4,2190,8,36
47.4594,-122.326,338000,442947,-104947,-31.0,2440,6,82
47.2062,-121.993,295000,500097,-205097,-69.5,1940,8,97
47.2616,-122.281,255000,198281,56718,22.2,1710,7,43
47.6403,-122.372,530000,544438,-14438,-2.7,840,7,91
47.2959,-122.166,260000,558920,-298920,-115.0,2320,9,38
47.7412,-122.355,285000,948412,-663412,-232.8,2770,8,75
47.718,-122.034,480000,434209,45790,9.5,1350,8,11
47.4465,-121.77,245000,86427,158572,64.7,1020,7,37
47.6284,-122.312,1335000,1217569,117430,8.8,4200,9,109
47.6085,-122.311,640000,661641,-21641,-3.4,1740,8,17
47.5657,-122.285,345000,301444,43555,12.6,1010,6,111
47.6481,-121.916,252500,197684,54815,21.7,900,6,54
47.6101,-122.286,1210000,994414,215585,17.8,3270,8,106
47.5091,-122.262,399000,440254,-41254,-10.3,1620,6,97
47.3391,-122.309,315000,339645,-24645,-7.8,2020,8,20
47.5333,-121.859,675000,884801,-209801,-31.1,2920,9,11
47.4177,-122.491,265000,-228674,493674,186.3,384,4,12
47.3762,-122.126,381500,459600,-78100,-20.5,2430,8,12
47.3993,-122.162,330000,529453,-199453,-60.4,3150,7,10
47.7639,-122.332,323000,480634,-157634,-48.8,1440,7,52
47.3654,-122.082,215150,884,214265,99.6,920,6,46
47.6728,-122.061,605000,643013,-38013,-6.3,3280,7,39
47.4429,-121.771,290000,188254,101745,35.1,1390,7,36
47.5351,-122.353,285000,339054,-54054,-19.0,1630,7,47
47.7219,-122.258,600000,849205,-249205,-41.5,2510,9,55
47.6315,-122.103,600000,644607,-44607,-7.4,2360,8,42
47.7658,-122.37,625000,862747,-237747,-38.0,2190,8,63
47.5381,-122.069,825000,933755,-108755,-13.2,4140,9,11
47.5438,-122.385,458500,503696,-45196,-9.9,1890,9,3
47.5627,-122.383,500000,318623,181376,36.3,1070,7,85
47.6743,-122.301,475000,564181,-89181,-18.8,1550,7,89
47.6849,-122.018,1035480,1047041,-11561,-1.1,4475,9,1
47.432,-122.329,339950,293483,46466,13.7,1730,7,16
47.738,-121.965,540000,711224,-171224,-31.7,3100,8,13
47.459,-122.285,198000,214005,-16005,-8.1,790,7,64
47.4947,-122.369,600000,608235,-8235,-1.4,1960,8,57
47.713,-122.284,450000,492269,-42269,-9.4,1350,7,61
47.72,-122.216,436000,423900,12099,2.8,1600,7,43
47.5643,-121.897,335000,350613,-15613,-4.7,1580,7,37
47.5071,-122.148,550000,660237,-110237,-20.0,2700,9,8
47.6999,-122.393,1245000,1267119,-22119,-1.8,3750,9,79
47.7628,-122.359,529000,533705,-4705,-0.9,1540,8,7
47.7512,-122.34,294000,348009,-54009,-18.4,820,6,63
47.5081,-122.33,324950,319429,5520,1.7,1150,7,69
47.6862,-122.093,675000,787040,-112040,-16.6,2740,9,11
47.518,-122.194,215000,411177,-196177,-91.2,1610,7,36
47.589,-122.313,600000,742825,-142825,-23.8,2760,7,105
47.7185,-122.354,440000,560152,-120152,-27.3,1710,7,89
47.5833,-122.219,685000,612527,72472,10.6,2230,8,55
47.7394,-122.288,432000,704643,-272643,-63.1,1470,7,76
47.5171,-122.347,274800,302548,-27748,-10.1,1410,8,1
47.6976,-121.916,418000,356933,61066,14.6,1500,7,31
47.515,-122.164,315000,324294,-9294,-3.0,1970,7,13
47.7749,-122.048,775000,1136495,-361495,-46.6,3890,10,19
47.3596,-122.089,279900,194607,85292,30.5,1410,7,25
47.7075,-122.336,260000,259233,766,0.3,980,7,14
47.3752,-122.236,237000,265146,-28146,-11.9,2000,7,36
47.7274,-122.357,277500,334496,-56996,-20.5,1190,7,10
47.6794,-122.351,680000,630146,49853,7.3,1780,7,90
47.6685,-122.365,465000,419477,45522,9.8,1450,8,10
47.62,-122.052,410000,332071,77928,19.0,1450,7,26
47.6019,-122.13,453000,467854,-14854,-3.3,2120,7,59
47.6157,-122.05,415000,398209,16790,4.0,1820,7,38
47.569,-122.086,525000,415699,109300,20.8,1580,8,42
47.5917,-122.068,759000,776664,-17664,-2.3,2950,9,9
47.767,-121.903,387000,386356,643,0.2,1620,7,25
47.3652,-122.09,229999,212243,17755,7.7,1670,7,38
47.5713,-121.997,545000,493040,51959,9.5,2090,8,25
47.6624,-122.333,662500,687910,-25410,-3.8,2070,7,109
47.7188,-122.177,435000,388769,46230,10.6,1610,7,27
47.6857,-122.334,925000,642459,282540,30.5,2440,7,54
47.7326,-122.36,825000,1043530,-218530,-26.5,3620,9,12
47.6795,-122.353,450000,543304,-93304,-20.7,1250,7,95
47.3719,-122.091,240000,221777,18222,7.6,1500,7,23
47.5352,-122.392,572500,577471,-4971,-0.9,2330,8,60
47.6698,-122.3,534000,503145,30854,5.8,2040,6,89
47.5854,-122.08,860000,1062395,-202395,-23.5,3960,10,10
47.6993,-122.206,865000,946289,-81289,-9.4,2580,9,23
47.4395,-122.151,400000,584270,-184270,-46.1,2080,9,28
47.3733,-122.162,358000,375706,-17706,-4.9,2026,8,5
47.1951,-122.01,344000,237637,106362,30.9,2100,7,22
47.4558,-122.171,305000,323243,-18243,-6.0,2100,7,47
47.6375,-122.016,810000,1002290,-192290,-23.7,3520,10,24
47.6685,-122.044,720000,735634,-15634,-2.2,2440,9,28
47.7333,-121.975,429900,613938,-184038,-42.8,2370,8,6
47.624,-122.048,599000,763603,-164603,-27.5,3470,8,37
47.4891,-122.149,435000,401999,33000,7.6,2440,7,12
47.6831,-122.379,580000,675869,-95869,-16.5,1970,7,107
47.5028,-122.17,450800,614880,-164080,-36.4,2510,9,6
47.4607,-122.171,305000,260985,44014,14.4,1580,7,53
47.6022,-122.021,473975,556396,-82421,-17.4,2330,8,16
47.4643,-122.368,800000,1968147,-1168147,-146.0,7480,11,62
47.6614,-122.138,601002,555799,45202,7.5,2050,8,39
47.5764,-121.996,485000,458414,26585,5.5,1760,8,23
47.4943,-122.178,210000,207473,2526,1.2,970,7,47
47.3521,-122.212,266000,232392,33607,12.6,1805,7,6
47.4382,-122.348,430000,633077,-203077,-47.2,1840,8,63
47.3222,-122.362,375900,435819,-59919,-15.9,2550,8,57
47.7746,-122.378,299950,315373,-15423,-5.1,910,6,65
47.4007,-122.198,269900,290025,-20125,-7.5,1750,7,49
47.6396,-122.112,588000,520424,67575,11.5,1930,8,43
47.5311,-122.074,654000,654132,-132,-0.0,2220,10,3
47.6872,-122.351,428750,422177,6572,1.5,1100,7,86
47.5981,-122.03,800000,882521,-82521,-10.3,2900,10,21
47.5916,-122.166,710000,752896,-42896,-6.0,2630,9,38
47.5341,-122.358,312500,361473,-48973,-15.7,880,7,96
47.561,-122.226,1085000,977154,107845,9.9,3630,9,43
47.7241,-122.065,725000,952164,-227164,-31.3,3440,9,33
47.7035,-122.357,390500,345794,44705,11.4,1530,7,8
47.5638,-122.153,852500,793253,59246,6.9,2630,9,48
47.4791,-122.347,299999,316214,-16215,-5.4,1640,6,71
47.312,-122.115,381500,527730,-146230,-38.3,2160,9,30
47.5675,-122.016,585000,530243,54756,9.4,2060,8,28
47.4759,-122.299,311000,399704,-88704,-28.5,2090,7,53
47.6004,-122.299,349000,241950,107049,30.7,1250,7,8
47.5298,-122.344,495000,670444,-175444,-35.4,2500,7,53
47.286,-122.218,224950,342467,-117517,-52.2,2260,7,50
47.6396,-122.054,720000,1002683,-282683,-39.3,2820,11,24
47.5644,-122.092,620000,473214,146785,23.7,1910,8,28
47.7311,-122.353,465000,486910,-21910,-4.7,1480,7,61
47.5835,-122.227,1087500,714454,373045,34.3,2360,9,18
47.5177,-122.257,332500,468111,-135611,-40.8,1600,7,65
47.3839,-122.225,250000,223735,26264,10.5,1130,6,74
47.5317,-121.866,725995,826598,-100603,-13.9,3190,9,14
47.5468,-122.123,1475000,1439540,35459,2.4,4770,12,25
